Date,High,Low,Open,Close,Volume,Adj Close
2015-02-23,18141.2109375,18054.83984375,18140.759765625,18116.83984375,83670000,18116.83984375
2015-02-24,18231.08984375,18098.73046875,18112.5703125,18209.189453125,79310000,18209.189453125
2015-02-25,18244.380859375,18182.759765625,18208.669921875,18224.5703125,80480000,18224.5703125
2015-02-26,18239.4296875,18157.0703125,18224.41015625,18214.419921875,81500000,18214.419921875
2015-02-27,18213.259765625,18132.380859375,18213.259765625,18132.69921875,101110000,18132.69921875
2015-03-02,18288.630859375,18122.58984375,18134.05078125,18288.630859375,89790000,18288.630859375
2015-03-03,18281.94921875,18136.880859375,18281.94921875,18203.369140625,83830000,18203.369140625
2015-03-04,18203.369140625,18029.5,18203.369140625,18096.900390625,80900000,18096.900390625
2015-03-05,18160.349609375,18087.650390625,18096.900390625,18135.720703125,75840000,18135.720703125
2015-03-06,18135.720703125,17825.150390625,18135.720703125,17856.779296875,113350000,17856.779296875
2015-03-09,18031.0390625,17856.560546875,17856.560546875,17995.720703125,85820000,17995.720703125
2015-03-10,17989.560546875,17662.939453125,17989.560546875,17662.939453125,120450000,17662.939453125
2015-03-11,17731.779296875,17627.0,17662.939453125,17635.390625,102120000,17635.390625
2015-03-12,17900.099609375,17620.490234375,17626.83984375,17895.220703125,111550000,17895.220703125
2015-03-13,17889.05078125,17629.890625,17889.05078125,17749.310546875,113620000,17749.310546875
2015-03-16,17988.5,17751.240234375,17751.240234375,17977.419921875,101760000,17977.419921875
2015-03-17,17972.220703125,17785.7890625,17972.220703125,17849.080078125,82560000,17849.080078125
2015-03-18,18097.119140625,17697.51953125,17846.80078125,18076.189453125,130950000,18076.189453125
2015-03-19,18072.990234375,17934.240234375,18072.580078125,17959.029296875,107820000,17959.029296875
2015-03-20,18197.2890625,17961.130859375,17961.130859375,18127.650390625,333870000,18127.650390625
2015-03-23,18205.9296875,18116.0390625,18136.73046875,18116.0390625,98030000,18116.0390625
2015-03-24,18149.240234375,18010.439453125,18110.869140625,18011.140625,87190000,18011.140625
2015-03-25,18041.970703125,17718.5390625,18012.609375,17718.5390625,106560000,17718.5390625
2015-03-26,17759.509765625,17579.26953125,17716.26953125,17678.23046875,117740000,17678.23046875
2015-03-27,17729.140625,17630.490234375,17673.630859375,17712.66015625,103220000,17712.66015625
2015-03-30,18008.640625,17727.48046875,17727.48046875,17976.310546875,104040000,17976.310546875
2015-03-31,17965.369140625,17773.01953125,17965.369140625,17776.119140625,119470000,17776.119140625
2015-04-01,17778.51953125,17585.009765625,17778.51953125,17698.1796875,103360000,17698.1796875
2015-04-02,17815.029296875,17673.490234375,17699.51953125,17763.240234375,87370000,17763.240234375
2015-04-06,17941.7890625,17646.80078125,17755.5,17880.849609375,100850000,17880.849609375
2015-04-07,17983.119140625,17871.2109375,17884.3203125,17875.419921875,72150000,17875.419921875
2015-04-08,17976.19921875,17822.23046875,17877.619140625,17902.509765625,76820000,17902.509765625
2015-04-09,17984.220703125,17823.099609375,17902.509765625,17958.73046875,86740000,17958.73046875
2015-04-10,18066.759765625,17945.55078125,17956.73046875,18057.650390625,116410000,18057.650390625
2015-04-13,18107.5703125,17974.810546875,18052.3203125,17977.0390625,120090000,17977.0390625
2015-04-14,18075.599609375,17905.48046875,17979.109375,18036.69921875,82830000,18036.69921875
2015-04-15,18160.51953125,18045.7109375,18045.7109375,18112.609375,113610000,18112.609375
2015-04-16,18169.259765625,18063.859375,18106.26953125,18105.76953125,89520000,18105.76953125
2015-04-17,18102.560546875,17748.529296875,18102.560546875,17826.30078125,138860000,17826.30078125
2015-04-20,18092.220703125,17841.1796875,17841.1796875,18034.9296875,103160000,18034.9296875
2015-04-21,18109.69921875,17929.630859375,18034.23046875,17949.58984375,95180000,17949.58984375
2015-04-22,18056.01953125,17887.759765625,17950.8203125,18038.26953125,91260000,18038.26953125
2015-04-23,18133.029296875,17966.76953125,18031.900390625,18058.689453125,100240000,18058.689453125
2015-04-24,18108.869140625,18009.080078125,18056.419921875,18080.140625,119130000,18080.140625
2015-04-27,18175.560546875,18024.66015625,18097.890625,18037.970703125,121110000,18037.970703125
2015-04-28,18119.650390625,17917.359375,18035.900390625,18110.140625,124930000,18110.140625
2015-04-29,18096.4609375,17953.689453125,18093.689453125,18035.529296875,102080000,18035.529296875
2015-04-30,18033.330078125,17774.890625,18033.330078125,17840.51953125,129180000,17840.51953125
2015-05-01,18028.890625,17859.26953125,17859.26953125,18024.060546875,91700000,18024.060546875
2015-05-04,18133.759765625,18026.01953125,18026.01953125,18070.400390625,86010000,18070.400390625
2015-05-05,18086.009765625,17905.7109375,18062.529296875,17928.19921875,95340000,17928.19921875
2015-05-06,18019.75,17733.119140625,17934.810546875,17841.98046875,100430000,17841.98046875
2015-05-07,17973.0703125,17796.939453125,17840.25,17924.060546875,80920000,17924.060546875
2015-05-08,18205.23046875,17933.640625,17933.640625,18191.109375,94960000,18191.109375
2015-05-11,18199.94921875,18089.109375,18187.779296875,18105.169921875,86050000,18105.169921875
2015-05-12,18119.1796875,17924.80078125,18096.16015625,18068.23046875,89270000,18068.23046875
2015-05-13,18132.7890625,18039.19921875,18070.369140625,18060.490234375,85180000,18060.490234375
2015-05-14,18255.2109375,18062.490234375,18062.490234375,18252.240234375,91580000,18252.240234375
2015-05-15,18272.720703125,18215.0703125,18251.970703125,18272.560546875,108220000,18272.560546875
2015-05-18,18325.5390625,18244.259765625,18267.25,18298.880859375,79080000,18298.880859375
2015-05-19,18351.359375,18261.349609375,18300.48046875,18312.390625,87200000,18312.390625
2015-05-20,18350.130859375,18272.560546875,18315.060546875,18285.400390625,80190000,18285.400390625
2015-05-21,18314.890625,18249.900390625,18285.869140625,18285.740234375,84270000,18285.740234375
2015-05-22,18286.869140625,18217.140625,18286.869140625,18232.01953125,78890000,18232.01953125
2015-05-26,18229.75,17990.01953125,18229.75,18041.5390625,109440000,18041.5390625
2015-05-27,18190.349609375,18045.080078125,18045.080078125,18162.990234375,96400000,18162.990234375
2015-05-28,18154.140625,18066.400390625,18154.140625,18126.119140625,67510000,18126.119140625
2015-05-29,18128.119140625,17967.740234375,18128.119140625,18010.6796875,139810000,18010.6796875
2015-06-01,18105.830078125,17982.060546875,18017.8203125,18040.369140625,85640000,18040.369140625
2015-06-02,18091.869140625,17925.330078125,18033.330078125,18011.939453125,77550000,18011.939453125
2015-06-03,18168.08984375,18010.419921875,18018.419921875,18076.26953125,73120000,18076.26953125
2015-06-04,18087.150390625,17876.94921875,18072.470703125,17905.580078125,93470000,17905.580078125
2015-06-05,17940.779296875,17822.900390625,17905.380859375,17849.4609375,89140000,17849.4609375
2015-06-08,17852.349609375,17760.609375,17849.4609375,17766.55078125,86300000,17766.55078125
2015-06-09,17817.830078125,17714.970703125,17766.94921875,17764.0390625,90550000,17764.0390625
2015-06-10,18045.140625,17765.380859375,17765.380859375,18000.400390625,96980000,18000.400390625
2015-06-11,18109.76953125,18001.26953125,18001.26953125,18039.369140625,89490000,18039.369140625
2015-06-12,18035.830078125,17857.0703125,18035.830078125,17898.83984375,83760000,17898.83984375
2015-06-15,17890.759765625,17698.419921875,17890.759765625,17791.169921875,91920000,17791.169921875
2015-06-16,17919.619140625,17774.119140625,17787.4296875,17904.48046875,77510000,17904.48046875
2015-06-17,17998.0,17839.650390625,17909.580078125,17935.740234375,92410000,17935.740234375
2015-06-18,18174.73046875,17944.609375,17944.609375,18115.83984375,94460000,18115.83984375
2015-06-19,18117.7109375,18010.580078125,18116.240234375,18015.94921875,258300000,18015.94921875
2015-06-22,18181.669921875,18027.630859375,18027.630859375,18119.779296875,77780000,18119.779296875
2015-06-23,18188.810546875,18108.099609375,18121.779296875,18144.0703125,75970000,18144.0703125
2015-06-24,18139.099609375,17966.0703125,18139.099609375,17966.0703125,104980000,17966.0703125
2015-06-25,18036.099609375,17890.359375,17977.109375,17890.359375,78990000,17890.359375
2015-06-26,18013.150390625,17892.029296875,17892.029296875,17946.6796875,158120000,17946.6796875
2015-06-29,17936.740234375,17590.55078125,17936.740234375,17596.349609375,116340000,17596.349609375
2015-06-30,17714.66015625,17576.5,17599.9609375,17619.509765625,126460000,17619.509765625
2015-07-01,17801.830078125,17638.119140625,17638.119140625,17757.91015625,87010000,17757.91015625
2015-07-02,17825.490234375,17687.51953125,17763.3203125,17730.109375,83080000,17730.109375
2015-07-06,17734.359375,17564.359375,17728.080078125,17683.580078125,90130000,17683.580078125
2015-07-07,17793.44921875,17465.6796875,17684.919921875,17776.91015625,105840000,17776.91015625
2015-07-08,17759.009765625,17496.220703125,17759.009765625,17515.419921875,69830000,17515.419921875
2015-07-09,17764.849609375,17530.380859375,17530.380859375,17548.619140625,100520000,17548.619140625
2015-07-10,17797.490234375,17561.119140625,17561.119140625,17760.41015625,85800000,17760.41015625
2015-07-13,17987.5703125,17787.26953125,17787.26953125,17977.6796875,86380000,17977.6796875
2015-07-14,18072.8203125,17956.169921875,17974.609375,18053.580078125,76740000,18053.580078125
2015-07-15,18090.390625,18010.150390625,18053.380859375,18050.169921875,80460000,18050.169921875
2015-07-16,18131.609375,18065.330078125,18078.16015625,18120.25,85030000,18120.25
2015-07-17,18121.119140625,18032.060546875,18117.580078125,18086.44921875,106510000,18086.44921875
2015-07-20,18137.119140625,18064.5,18085.91015625,18100.41015625,75060000,18100.41015625
2015-07-21,18096.669921875,17868.33984375,18096.669921875,17919.2890625,100170000,17919.2890625
2015-07-22,17919.349609375,17807.41015625,17918.349609375,17851.0390625,112370000,17851.0390625
2015-07-23,17860.94921875,17705.029296875,17853.779296875,17731.919921875,88600000,17731.919921875
2015-07-24,17756.5390625,17553.73046875,17731.05078125,17568.529296875,103470000,17568.529296875
2015-07-27,17561.779296875,17399.169921875,17561.779296875,17440.58984375,117860000,17440.58984375
2015-07-28,17650.0703125,17449.810546875,17449.810546875,17630.26953125,103450000,17630.26953125
2015-07-29,17776.779296875,17629.19921875,17631.400390625,17751.390625,93140000,17751.390625
2015-07-30,17761.25,17640.849609375,17743.240234375,17745.98046875,76650000,17745.98046875
2015-07-31,17783.58984375,17671.58984375,17755.869140625,17689.859375,106120000,17689.859375
2015-08-03,17704.759765625,17496.609375,17696.740234375,17598.19921875,87880000,17598.19921875
2015-08-04,17635.779296875,17505.5,17596.9296875,17550.689453125,99060000,17550.689453125
2015-08-05,17661.369140625,17492.900390625,17555.240234375,17540.470703125,102450000,17540.470703125
2015-08-06,17572.0390625,17362.859375,17542.609375,17419.75,96170000,17419.75
2015-08-07,17414.939453125,17279.080078125,17414.939453125,17373.380859375,81800000,17373.380859375
2015-08-10,17629.130859375,17375.1796875,17375.1796875,17615.169921875,92430000,17615.169921875
2015-08-11,17593.58984375,17352.630859375,17593.58984375,17402.83984375,103010000,17402.83984375
2015-08-12,17423.900390625,17125.810546875,17382.9296875,17402.509765625,120400000,17402.509765625
2015-08-13,17481.779296875,17341.33984375,17401.640625,17408.25,88550000,17408.25
2015-08-14,17492.900390625,17394.060546875,17410.119140625,17477.400390625,82120000,17477.400390625
2015-08-17,17551.400390625,17341.720703125,17472.66015625,17545.1796875,73380000,17545.1796875
2015-08-18,17568.400390625,17486.419921875,17537.30078125,17511.33984375,79900000,17511.33984375
2015-08-19,17517.189453125,17282.419921875,17508.740234375,17348.73046875,104720000,17348.73046875
2015-08-20,17345.3203125,16990.689453125,17345.3203125,16990.689453125,128530000,16990.689453125
2015-08-21,16990.689453125,16459.55078125,16990.689453125,16459.75,225170000,16459.75
2015-08-24,16459.75,15370.330078125,16459.75,15871.349609375,293920000,15871.349609375
2015-08-25,16312.9404296875,15651.240234375,15882.26953125,15666.4404296875,213220000,15666.4404296875
2015-08-26,16303.75,15676.259765625,15676.259765625,16285.509765625,208420000,16285.509765625
2015-08-27,16666.689453125,16285.509765625,16285.509765625,16654.76953125,171980000,16654.76953125
2015-08-28,16669.970703125,16535.1796875,16649.419921875,16643.009765625,131790000,16643.009765625
2015-08-31,16632.01953125,16444.05078125,16632.01953125,16528.029296875,141440000,16528.029296875
2015-09-01,16528.029296875,15979.9501953125,16528.029296875,16058.349609375,171390000,16058.349609375
2015-09-02,16352.580078125,16058.349609375,16058.349609375,16351.3798828125,133480000,16351.3798828125
2015-09-03,16550.0703125,16317.3095703125,16364.33984375,16374.759765625,109730000,16374.759765625
2015-09-04,16371.759765625,16026.6103515625,16371.759765625,16102.3798828125,127270000,16102.3798828125
2015-09-08,16503.41015625,16109.9296875,16109.9296875,16492.6796875,123870000,16492.6796875
2015-09-09,16664.650390625,16220.099609375,16505.0390625,16253.5703125,118790000,16253.5703125
2015-09-10,16441.939453125,16212.080078125,16252.5703125,16330.400390625,122690000,16330.400390625
2015-09-11,16434.759765625,16244.650390625,16330.400390625,16433.08984375,104630000,16433.08984375
2015-09-14,16450.859375,16330.8701171875,16450.859375,16370.9599609375,92660000,16370.9599609375
2015-09-15,16644.109375,16382.580078125,16382.580078125,16599.849609375,93050000,16599.849609375
2015-09-16,16755.98046875,16593.900390625,16599.509765625,16739.94921875,99620000,16739.94921875
2015-09-17,16933.4296875,16639.9296875,16738.080078125,16674.740234375,129600000,16674.740234375
2015-09-18,16674.740234375,16343.759765625,16674.740234375,16384.580078125,341690000,16384.580078125
2015-09-21,16578.599609375,16391.880859375,16406.099609375,16510.189453125,90730000,16510.189453125
2015-09-22,16477.44921875,16221.73046875,16477.44921875,16330.4697265625,119010000,16330.4697265625
2015-09-23,16355.2900390625,16211.98046875,16332.8095703125,16279.8896484375,86030000,16279.8896484375
2015-09-24,16257.1103515625,16016.3603515625,16257.1103515625,16201.3203125,122220000,16201.3203125
2015-09-25,16465.23046875,16205.0703125,16205.0703125,16314.669921875,130790000,16314.669921875
2015-09-28,16313.259765625,15981.849609375,16313.259765625,16001.8896484375,139930000,16001.8896484375
2015-09-29,16118.8896484375,15942.3701171875,16001.759765625,16049.1298828125,121160000,16049.1298828125
2015-09-30,16297.599609375,16057.080078125,16057.080078125,16284.7001953125,145740000,16284.7001953125
2015-10-01,16348.8701171875,16073.8203125,16278.6201171875,16272.009765625,111420000,16272.009765625
2015-10-02,16472.76953125,16013.66015625,16258.25,16472.369140625,136870000,16472.369140625
2015-10-05,16798.369140625,16502.099609375,16502.099609375,16776.4296875,127660000,16776.4296875
2015-10-06,16865.08984375,16746.029296875,16774.01953125,16790.189453125,120010000,16790.189453125
2015-10-07,16963.30078125,16765.0,16805.419921875,16912.2890625,115690000,16912.2890625
2015-10-08,17081.279296875,16859.33984375,16904.169921875,17050.75,100730000,17050.75
2015-10-09,17110.880859375,17027.23046875,17054.689453125,17084.490234375,103730000,17084.490234375
2015-10-12,17139.2109375,17064.580078125,17082.2890625,17131.859375,72500000,17131.859375
2015-10-13,17172.810546875,17034.44921875,17113.55078125,17081.890625,99400000,17081.890625
2015-10-14,17111.380859375,16887.669921875,17079.080078125,16924.75,120110000,16924.75
2015-10-15,17144.419921875,16933.5703125,16944.859375,17141.75,122960000,17141.75
2015-10-16,17220.01953125,17107.349609375,17141.75,17215.970703125,145880000,17215.970703125
2015-10-19,17235.94921875,17129.189453125,17209.4296875,17230.5390625,118430000,17230.5390625
2015-10-20,17264.880859375,17147.990234375,17228.470703125,17217.109375,106670000,17217.109375
2015-10-21,17314.990234375,17153.130859375,17225.9296875,17168.609375,107100000,17168.609375
2015-10-22,17505.1796875,17180.880859375,17180.880859375,17489.16015625,152420000,17489.16015625
2015-10-23,17679.369140625,17525.109375,17525.109375,17646.69921875,158090000,17646.69921875
2015-10-26,17660.69921875,17602.509765625,17649.5703125,17623.05078125,116660000,17623.05078125
2015-10-27,17635.1796875,17540.5703125,17608.890625,17581.4296875,113960000,17581.4296875
2015-10-28,17779.94921875,17556.7109375,17586.689453125,17779.51953125,115630000,17779.51953125
2015-10-29,17786.0,17684.720703125,17771.5,17755.80078125,90300000,17755.80078125
2015-10-30,17799.9609375,17662.869140625,17756.599609375,17663.5390625,149250000,17663.5390625
2015-11-02,17845.900390625,17655.01953125,17672.619140625,17828.759765625,100840000,17828.759765625
2015-11-03,17977.849609375,17796.01953125,17819.740234375,17918.150390625,92290000,17918.150390625
2015-11-04,17964.119140625,17828.830078125,17929.580078125,17867.580078125,99890000,17867.580078125
2015-11-05,17929.509765625,17779.189453125,17871.25,17863.4296875,98910000,17863.4296875
2015-11-06,17912.0390625,17768.599609375,17855.220703125,17910.330078125,107450000,17910.330078125
2015-11-09,17900.779296875,17667.779296875,17900.779296875,17730.48046875,121210000,17730.48046875
2015-11-10,17768.66015625,17657.720703125,17724.130859375,17758.2109375,108640000,17758.2109375
2015-11-11,17807.1796875,17696.91015625,17769.5,17702.220703125,95230000,17702.220703125
2015-11-12,17691.9296875,17443.5,17691.9296875,17448.0703125,113660000,17448.0703125
2015-11-13,17439.25,17238.890625,17439.25,17245.240234375,134640000,17245.240234375
2015-11-16,17483.009765625,17210.4296875,17229.939453125,17483.009765625,137590000,17483.009765625
2015-11-17,17599.330078125,17451.41015625,17486.990234375,17489.5,167190000,17489.5
2015-11-18,17752.16015625,17485.490234375,17485.490234375,17737.16015625,106810000,17737.16015625
2015-11-19,17772.970703125,17681.98046875,17739.830078125,17732.75,114630000,17732.75
2015-11-20,17914.33984375,17732.75,17732.75,17823.810546875,153140000,17823.810546875
2015-11-23,17868.1796875,17751.529296875,17823.609375,17792.6796875,134680000,17792.6796875
2015-11-24,17862.599609375,17683.509765625,17770.900390625,17812.189453125,127170000,17812.189453125
2015-11-25,17854.919921875,17801.830078125,17820.810546875,17813.390625,82540000,17813.390625
2015-11-27,17830.359375,17749.3203125,17806.0390625,17813.390625,82540000,17813.390625
2015-11-30,17837.240234375,17719.7890625,17802.83984375,17719.919921875,155560000,17719.919921875
2015-12-01,17895.5,17719.720703125,17719.720703125,17888.349609375,103880000,17888.349609375
2015-12-02,17901.580078125,17708.19921875,17883.140625,17729.6796875,102860000,17729.6796875
2015-12-03,17780.58984375,17425.560546875,17741.5703125,17477.669921875,126990000,17477.669921875
2015-12-04,17866.470703125,17482.6796875,17482.6796875,17847.630859375,137650000,17847.630859375
2015-12-07,17845.490234375,17639.25,17845.490234375,17730.509765625,99670000,17730.509765625
2015-12-08,17703.990234375,17485.390625,17703.990234375,17568.0,113720000,17568.0
2015-12-09,17767.689453125,17403.509765625,17558.1796875,17492.30078125,122020000,17492.30078125
2015-12-10,17697.740234375,17474.66015625,17493.169921875,17574.75,107310000,17574.75
2015-12-11,17574.75,17230.5,17574.75,17265.2109375,134510000,17265.2109375
2015-12-14,17378.01953125,17138.470703125,17277.109375,17368.5,142540000,17368.5
2015-12-15,17627.630859375,17341.1796875,17374.779296875,17524.91015625,123430000,17524.91015625
2015-12-16,17784.359375,17483.6796875,17530.849609375,17749.08984375,123790000,17749.08984375
2015-12-17,17796.759765625,17493.5,17756.5390625,17495.83984375,115780000,17495.83984375
2015-12-18,17496.580078125,17124.310546875,17495.0390625,17128.55078125,344560000,17128.55078125
2015-12-21,17272.359375,17116.73046875,17154.939453125,17251.619140625,114910000,17251.619140625
2015-12-22,17451.109375,17242.859375,17253.55078125,17417.26953125,91570000,17417.26953125
2015-12-23,17607.919921875,17427.630859375,17427.630859375,17602.609375,92820000,17602.609375
2015-12-24,17606.33984375,17543.94921875,17593.259765625,17552.169921875,40350000,17552.169921875
2015-12-28,17536.900390625,17437.33984375,17535.66015625,17528.26953125,59770000,17528.26953125
2015-12-29,17750.01953125,17547.369140625,17547.369140625,17720.98046875,69860000,17720.98046875
2015-12-30,17714.130859375,17588.869140625,17711.939453125,17603.869140625,59760000,17603.869140625
2015-12-31,17590.66015625,17421.16015625,17590.66015625,17425.029296875,93690000,17425.029296875
